"regno","subno","name","orgtype","gd","aob","aob_defined","nhs","ha_no","corr","add1","add2","add3","add4","add5","phone","fax","EmployerName","Address","CompanyNumber","SicCodes","DiffMeanHourlyPercent","DiffMedianHourlyPercent","DiffMeanBonusPercent","DiffMedianBonusPercent","MaleBonusPercent","FemaleBonusPercent","MaleLowerQuartile","FemaleLowerQuartile","MaleLowerMiddleQuartile","FemaleLowerMiddleQuartile","MaleUpperMiddleQuartile","FemaleUpperMiddleQuartile","MaleTopQuartile","FemaleTopQuartile","CompanyLinkToGPGInfo","ResponsiblePerson","EmployerSize","CurrentName","SubmittedAfterTheDeadline"
"1147280","10","THOMSON MEMORIAL ENTRANCE SCHOLARSHIP                                                                                                                 ","RM","TRUST DEED DATED 17 SEPTEMBER 1919 (REGISTRATION DATE NOT KNOWN RECORDED AS MAIN CHARITY DATE) AS AMENDED BY RESOLUTION MADE UNDER S.74 OF THE CHARITIES ACT 1993 (AS AMENDED BY CHARITIES ACT 2006);","NOT DEFINED","","F","","","","","","","","","","Uppingham School","Uppingham School,
High Street West,
Uppingham,
Rutland,
United Kingdom,
LE15 9QD","08013826","85310",32.6,49.5,-18.3,0,1.7,1.4,20.7,79.3,35.2,64.8,42.8,57.2,61,39,"https://uppingham.fluencycms.co.uk/Gender-Pay-Gap-Report","Stephen Taylor (Bursar)","500 to 999","Uppingham School","False"
"1147280","19","THE BORTH PRIZE                                                                                                                                       ","RM","WILL PROVED 1 JULY 1947 (SEE LETTER FROM BARCLAYS BANK LIMITED DATED 11 JULY 1946 (REGISTRATION DATE NOT KNOWN RECORDED AS MAIN CHARITY DATE)   AS AMENDED BY RESOLUTION MADE UNDER S.74 OF THE CHARITIES ACT 1993 (AS AMENDED BY CHARITIES ACT 2006);","NOT DEFINED","","F","","","","","","","","","","Uppingham School","Uppingham School,
High Street West,
Uppingham,
Rutland,
United Kingdom,
LE15 9QD","08013826","85310",32.6,49.5,-18.3,0,1.7,1.4,20.7,79.3,35.2,64.8,42.8,57.2,61,39,"https://uppingham.fluencycms.co.uk/Gender-Pay-Gap-Report","Stephen Taylor (Bursar)","500 to 999","Uppingham School","False"
"1147280","28","NIGHTINGALE PRIZE FOR SCIENCE                                                                                                                         ","RM","NO TRUST INSTRUMENT (SEE EXTRACT FROM BURSAR'S LETTER OF 28 JULY 1952) (REGISTRATION DATE NOT KNOWN RECORDED AS MAIN CHARITY DATE) AS AMENDED BY RESOLUTION MADE UNDER S.74 OF THE CHARITIES ACT 1993 (AS AMENDED BY CHARITIES ACT 2006);","NOT DEFINED","","F","","","","","","","","","","Uppingham School","Uppingham School,
High Street West,
Uppingham,
Rutland,
United Kingdom,
LE15 9QD","08013826","85310",32.6,49.5,-18.3,0,1.7,1.4,20.7,79.3,35.2,64.8,42.8,57.2,61,39,"https://uppingham.fluencycms.co.uk/Gender-Pay-Gap-Report","Stephen Taylor (Bursar)","500 to 999","Uppingham School","False"
"1147280","41","GRAHAM WILLIAMS PRIZE FOR DIVINITY                                                                                                                    ","RM","DECLARATION OF TRUST OF 5 DECEMBER 1972 DATE (DATE OF REGISTRATION NOT KNOWN RECORDED AS DATE OF GD) AS AMENDED BY RESOLUTION MADE UNDER S.74 OF THE CHARITIES ACT 1993 (AS AMENDED BY CHARITIES ACT 2006);","NOT DEFINED","","F","","","","","","","","","","Uppingham School","Uppingham School,
High Street West,
Uppingham,
Rutland,
United Kingdom,
LE15 9QD","08013826","85310",32.6,49.5,-18.3,0,1.7,1.4,20.7,79.3,35.2,64.8,42.8,57.2,61,39,"https://uppingham.fluencycms.co.uk/Gender-Pay-Gap-Report","Stephen Taylor (Bursar)","500 to 999","Uppingham School","False"
"1147280","3","ARCHDEACON ROBERT JOHNSON TRUST","R","SCHEME DATED 08/12/1961&#x0D;
AS AMENDED BY SCHEME DATED 15/09/1975&#x0D;
AS AMENDED BY SCHEME DATED 13/05/1987&#x0D;
AS AMENDED BY SCHEME DATED 13/05/2004&#x0D;
RESOLUTION DATED 14/06/2008&#x0D;
RESOLUTION DATED 23/03/2009&#x0D;
RESOLUTION DATED 26/03/2011&#x0D;
AS AMENDED BY RESOLUTION DATED 18/06/2011&#x0D;
AS AMENDED BY ORDER DATED 24/07/2012&#x0D;
AS AMENDED BY RESOLUTION DATED 23/06/2012;","NOT DEFINED.","","F","","MR STEPHEN CHARLES TAYLOR","Uppingham School","19 High Street West","Uppingham","Oakham","","01572 822216","","Uppingham School","Uppingham School,
High Street West,
Uppingham,
Rutland,
United Kingdom,
LE15 9QD","08013826","85310",32.6,49.5,-18.3,0,1.7,1.4,20.7,79.3,35.2,64.8,42.8,57.2,61,39,"https://uppingham.fluencycms.co.uk/Gender-Pay-Gap-Report","Stephen Taylor (Bursar)","500 to 999","Uppingham School","False"
"1147280","31","PARMITER PRIZE                                                                                                                                        ","RM","NO TRUST INSTRUMENT (SEE EXTRACT FROM BURSAR'S LETTER OF 21 OCTOBER 1957) (REGISTRATION DATE NOT KNOWN RECORDED AS MAIN CHARITY DATE) AS AMENDED BY RESOLUTION MADE UNDER S.74 OF THE CHARITIES ACT 1993 (AS AMENDED BY CHARITIES ACT 2006);","NOT DEFINED","","F","","","","","","","","","","Uppingham School","Uppingham School,
High Street West,
Uppingham,
Rutland,
United Kingdom,
LE15 9QD","08013826","85310",32.6,49.5,-18.3,0,1.7,1.4,20.7,79.3,35.2,64.8,42.8,57.2,61,39,"https://uppingham.fluencycms.co.uk/Gender-Pay-Gap-Report","Stephen Taylor (Bursar)","500 to 999","Uppingham School","False"
"1147280","13","RAWNSLEY BEQUEST                                                                                                                                      ","RM","WILL PROVED 23 JULY 1927 (REGISTRATION DATE NOT KNOWN RECORDED AS MAIN CHARITY DATE) AS AMENDED BY RESOLUTION MADE UNDER S.74 OF THE CHARITIES ACT 1993 (AS AMENDED BY CHARITIES ACT 2006);","NOT DEFINED","","F","","","","","","","","","","Uppingham School","Uppingham School,
High Street West,
Uppingham,
Rutland,
United Kingdom,
LE15 9QD","08013826","85310",32.6,49.5,-18.3,0,1.7,1.4,20.7,79.3,35.2,64.8,42.8,57.2,61,39,"https://uppingham.fluencycms.co.uk/Gender-Pay-Gap-Report","Stephen Taylor (Bursar)","500 to 999","Uppingham School","False"
"1147280","38","IAN CADBURY TRAVEL GRANT FUND                                                                                                                         ","RM","TRUST DEED DATED 30 NOVEMBER 1968 AS AMENDED BY RESOLUTION MADE UNDER S.74 OF THE CHARITIES ACT 1993 (AS AMENDED BY CHARITIES ACT 2006);","NOT DEFINED","","F","","","","","","","","","","Uppingham School","Uppingham School,
High Street West,
Uppingham,
Rutland,
United Kingdom,
LE15 9QD","08013826","85310",32.6,49.5,-18.3,0,1.7,1.4,20.7,79.3,35.2,64.8,42.8,57.2,61,39,"https://uppingham.fluencycms.co.uk/Gender-Pay-Gap-Report","Stephen Taylor (Bursar)","500 to 999","Uppingham School","False"
"1147280","5","ALLIN SCHOLARSHIP OR EXHIBITION                                                                                                                       ","RM","WILL PROVED 3 FEBRUARY 1897 (REGISTRATION DATE NOT KNOWN RECORDED AS MAIN CHARITY DATE) AS AMENDED BY RESOLUTION MADE UNDER S.74 OF THE CHARITIES ACT 1993 (AS AMENDED BY CHARITIES ACT 2006);","NOT DEFINED","","F","","","","","","","","","","Uppingham School","Uppingham School,
High Street West,
Uppingham,
Rutland,
United Kingdom,
LE15 9QD","08013826","85310",32.6,49.5,-18.3,0,1.7,1.4,20.7,79.3,35.2,64.8,42.8,57.2,61,39,"https://uppingham.fluencycms.co.uk/Gender-Pay-Gap-Report","Stephen Taylor (Bursar)","500 to 999","Uppingham School","False"
"1147280","6","RICHARD HARMAN PRIZE FUND                                                                                                                             ","RM","TRUST DEED DATED 4 AUGUST 1905 (REGISTRATION DATE NOT KNOWN RECORDED AS MAIN CHARITY DATE) AS AMENDED BY RESOLUTION MADE UNDER S.74 OF THE CHARITIES ACT 1993 (AS AMENDED BY CHARITIES ACT 2006);","NOT DEFINED","","F","","","","","","","","","","Uppingham School","Uppingham School,
High Street West,
Uppingham,
Rutland,
United Kingdom,
LE15 9QD","08013826","85310",32.6,49.5,-18.3,0,1.7,1.4,20.7,79.3,35.2,64.8,42.8,57.2,61,39,"https://uppingham.fluencycms.co.uk/Gender-Pay-Gap-Report","Stephen Taylor (Bursar)","500 to 999","Uppingham School","False"
"1147280","22","GWYTHER BEQUEST                                                                                                                                       ","RM","WILL PROVED 8 AUGUST 1949 (SEE LETTER DATED 7 JUNE 1951 (REGISTRATION DATE NOT KNOWN RECORDED AS MAIN CHARITY DATE) AS AMENDED BY RESOLUTION MADE UNDER S.74 OF THE CHARITIES ACT 1993 (AS AMENDED BY CHARITIES ACT 2006);","NOT DEFINED","","F","","","","","","","","","","Uppingham School","Uppingham School,
High Street West,
Uppingham,
Rutland,
United Kingdom,
LE15 9QD","08013826","85310",32.6,49.5,-18.3,0,1.7,1.4,20.7,79.3,35.2,64.8,42.8,57.2,61,39,"https://uppingham.fluencycms.co.uk/Gender-Pay-Gap-Report","Stephen Taylor (Bursar)","500 to 999","Uppingham School","False"
"1147280","1","UPPINGHAM SCHOOL DEVELOPMENT TRUST","RM","TRUST DEED DATED 01/05/1967&#x0D;
AS AMENDED BY ORDER DATED 24/07/2012;","NOT DEFINED","","F","","","","","","","","","","Uppingham School","Uppingham School,
High Street West,
Uppingham,
Rutland,
United Kingdom,
LE15 9QD","08013826","85310",32.6,49.5,-18.3,0,1.7,1.4,20.7,79.3,35.2,64.8,42.8,57.2,61,39,"https://uppingham.fluencycms.co.uk/Gender-Pay-Gap-Report","Stephen Taylor (Bursar)","500 to 999","Uppingham School","False"
"1147280","0","UPPINGHAM SCHOOL                                                                                                                                      ","R","MEMORANDUM  AND ARTICLES INCORPORATED 30 MAR 2012;","","","F","","MR STEPHEN TAYLOR","Uppingham School                   ","20-24 High Street West             ","Uppingham                          ","Oakham                             ","","01572 820626","","Uppingham School","Uppingham School,
High Street West,
Uppingham,
Rutland,
United Kingdom,
LE15 9QD","08013826","85310",32.6,49.5,-18.3,0,1.7,1.4,20.7,79.3,35.2,64.8,42.8,57.2,61,39,"https://uppingham.fluencycms.co.uk/Gender-Pay-Gap-Report","Stephen Taylor (Bursar)","500 to 999","Uppingham School","False"
"1147280","11","ROY SWEET SCHOLARSHIP                                                                                                                                 ","RM","TRUST DATED 25 NOVEMBER 1919 (REGISTRATION DATE NOT KNOWN RECORDED AS MAIN CHARITY DATE) AS AMENDED BY RESOLUTION MADE UNDER S.74 OF THE CHARITIES ACT 1993 (AS AMENDED BY CHARITIES ACT 2006);","NOT DEFINED","","F","","","","","","","","","","Uppingham School","Uppingham School,
High Street West,
Uppingham,
Rutland,
United Kingdom,
LE15 9QD","08013826","85310",32.6,49.5,-18.3,0,1.7,1.4,20.7,79.3,35.2,64.8,42.8,57.2,61,39,"https://uppingham.fluencycms.co.uk/Gender-Pay-Gap-Report","Stephen Taylor (Bursar)","500 to 999","Uppingham School","False"
"1147280","18","WILLIAM ELLIS BEQUEST                                                                                                                                 ","RM","WILL PROVED 22 SEPTEMBER 1945 (SEE EXTRACT FROM BURSAR'S LETTERS OF 4 OCTOBER 1945 AND 14 JUNE 1952  AS AMENDED BY RESOLUTION MADE UNDER S.74 OF THE CHARITIES ACT 1993 (AS AMENDED BY CHARITIES ACT 2006);","NOT DEFINED","","F","","","","","","","","","","Uppingham School","Uppingham School,
High Street West,
Uppingham,
Rutland,
United Kingdom,
LE15 9QD","08013826","85310",32.6,49.5,-18.3,0,1.7,1.4,20.7,79.3,35.2,64.8,42.8,57.2,61,39,"https://uppingham.fluencycms.co.uk/Gender-Pay-Gap-Report","Stephen Taylor (Bursar)","500 to 999","Uppingham School","False"
"1147280","27","THRING CENTENARY FUND                                                                                                                                 ","RM","TRUST DEED DATED 11 JUNE 1951 (REGISTRATION DATE NOT KNOWN RECORDED AS MAIN CHARITY DATE) AS AMENDED BY RESOLUTION MADE UNDER S.74 OF THE CHARITIES ACT 1993 (AS AMENDED BY CHARITIES ACT 2006);","NOT DEFINED","","F","","","","","","","","","","Uppingham School","Uppingham School,
High Street West,
Uppingham,
Rutland,
United Kingdom,
LE15 9QD","08013826","85310",32.6,49.5,-18.3,0,1.7,1.4,20.7,79.3,35.2,64.8,42.8,57.2,61,39,"https://uppingham.fluencycms.co.uk/Gender-Pay-Gap-Report","Stephen Taylor (Bursar)","500 to 999","Uppingham School","False"
"1147280","34","THE H W H BOTHAMBY BEQUEST                                                                                                                            ","RM","WILL, DATE UNKNOWN (SEE EXTRACT FROM THE BURSAR DATED 20 MARCH 1962 (REGISTRATION DATE NOT KNOWN RECORDED AS MAIN CHARITY DATE) AS AMENDED BY RESOLUTION MADE UNDER S.74 OF THE CHARITIES ACT 1993 (AS AMENDED BY CHARITIES ACT 2006);","NOT DEFINED","","F","","","","","","","","","","Uppingham School","Uppingham School,
High Street West,
Uppingham,
Rutland,
United Kingdom,
LE15 9QD","08013826","85310",32.6,49.5,-18.3,0,1.7,1.4,20.7,79.3,35.2,64.8,42.8,57.2,61,39,"https://uppingham.fluencycms.co.uk/Gender-Pay-Gap-Report","Stephen Taylor (Bursar)","500 to 999","Uppingham School","False"
"1147280","42","HOWARD FIGGIS EXHIBITION                                                                                                                              ","RM","TRUST DEED DATED 22 DECEMBER 1932;","NOT DEFINED","","F","","","","","","","","","","Uppingham School","Uppingham School,
High Street West,
Uppingham,
Rutland,
United Kingdom,
LE15 9QD","08013826","85310",32.6,49.5,-18.3,0,1.7,1.4,20.7,79.3,35.2,64.8,42.8,57.2,61,39,"https://uppingham.fluencycms.co.uk/Gender-Pay-Gap-Report","Stephen Taylor (Bursar)","500 to 999","Uppingham School","False"
"1147280","12","FIGGIS POWELL EXHIBITION                                                                                                                              ","RM","INDENTURE DATED 23 OCTOBER 1925 (REGISTRATION DATE NOT KNOWN RECORDED AS MAIN CHARITY DATE) AS AMENDED BY SECTION 75 RES EFFECTIVE 20 JANUARY 2005;","NOT DEFINED","","F","","","","","","","","","","Uppingham School","Uppingham School,
High Street West,
Uppingham,
Rutland,
United Kingdom,
LE15 9QD","08013826","85310",32.6,49.5,-18.3,0,1.7,1.4,20.7,79.3,35.2,64.8,42.8,57.2,61,39,"https://uppingham.fluencycms.co.uk/Gender-Pay-Gap-Report","Stephen Taylor (Bursar)","500 to 999","Uppingham School","False"
"1147280","14","OWEN PRIZE FOR LATIN HEXAMETERS                                                                                                                       ","RM","TRUST DEED DATED 27 MARCH 1934 (REGISTRATION DATE NOT KNOWN RECORDED AS MAIN CHARITY DATE) AS AMENDED BY RESOLUTION MADE UNDER S.74 OF THE CHARITIES ACT 1993 (AS AMENDED BY CHARITIES ACT 2006);","NOT DEFINED","","F","","","","","","","","","","Uppingham School","Uppingham School,
High Street West,
Uppingham,
Rutland,
United Kingdom,
LE15 9QD","08013826","85310",32.6,49.5,-18.3,0,1.7,1.4,20.7,79.3,35.2,64.8,42.8,57.2,61,39,"https://uppingham.fluencycms.co.uk/Gender-Pay-Gap-Report","Stephen Taylor (Bursar)","500 to 999","Uppingham School","False"
"1147280","26","THE EDUCATIONAL FUND                                                                                                                                  ","RM","NO TRUST INSTRUMENT, (SEE EXTRACT FROM BURSAR'S LETTERS OF 18 MAY AND 7 JUNE 1951 (REGISTRATION DATE NOT KNOWN RECORDED AS MAIN CHARITY DATE) AS AMENDED BY RESOLUTION MADE UNDER S.74 OF THE CHARITIES ACT 1993 (AS AMENDED BY CHARITIES ACT 2006);","NOT DEFINED","","F","","","","","","","","","","Uppingham School","Uppingham School,
High Street West,
Uppingham,
Rutland,
United Kingdom,
LE15 9QD","08013826","85310",32.6,49.5,-18.3,0,1.7,1.4,20.7,79.3,35.2,64.8,42.8,57.2,61,39,"https://uppingham.fluencycms.co.uk/Gender-Pay-Gap-Report","Stephen Taylor (Bursar)","500 to 999","Uppingham School","False"
"1147280","29","COPE PRIZE FOR ENGLISH LITERATURE                                                                                                                     ","RM","TRUST DEED DATED 28 FEBRUARY 1956 (REGISTRATION DATE NOT KNOWN RECORDED AS MAIN CHARITY DATE) AS AMENDED BY RESOLUTION MADE UNDER S.74 OF THE CHARITIES ACT 1993 (AS AMENDED BY CHARITIES ACT 2006);","NOT DEFINED","","F","","","","","","","","","","Uppingham School","Uppingham School,
High Street West,
Uppingham,
Rutland,
United Kingdom,
LE15 9QD","08013826","85310",32.6,49.5,-18.3,0,1.7,1.4,20.7,79.3,35.2,64.8,42.8,57.2,61,39,"https://uppingham.fluencycms.co.uk/Gender-Pay-Gap-Report","Stephen Taylor (Bursar)","500 to 999","Uppingham School","False"
"1147280","30","IVOR RAMSAY PRIZE FOR SCRIPTURE OR FOR ENGLISH LITERATURE                                                                                             ","RM","TRUST DEED DATED 9 OCTOBER 1956 (REGISTRATION DATE NOT KNOWN RECORDED AS MAIN CHARITY DATE) AS AMENDED BY RESOLUTION MADE UNDER S.74 OF THE CHARITIES ACT 1993 (AS AMENDED BY CHARITIES ACT 2006);","NOT DEFINED","","F","","","","","","","","","","Uppingham School","Uppingham School,
High Street West,
Uppingham,
Rutland,
United Kingdom,
LE15 9QD","08013826","85310",32.6,49.5,-18.3,0,1.7,1.4,20.7,79.3,35.2,64.8,42.8,57.2,61,39,"https://uppingham.fluencycms.co.uk/Gender-Pay-Gap-Report","Stephen Taylor (Bursar)","500 to 999","Uppingham School","False"
"1147280","32","SELWYN PRIZE                                                                                                                                          ","RM","NO TRUST INSTRUMENT (SEE EXTRACT FROM BURSAR'S LETTER OF 21 OCTOBER 1957) (REGISTRATION DATE NOT KNOWN RECORDED AS MAIN CHARITY DATE) AS AMENDED BY RESOLUTION MADE UNDER S.74 OF THE CHARITIES ACT 1993 (AS AMENDED BY CHARITIES ACT 2006);","NOT DEFINED","","F","","","","","","","","","","Uppingham School","Uppingham School,
High Street West,
Uppingham,
Rutland,
United Kingdom,
LE15 9QD","08013826","85310",32.6,49.5,-18.3,0,1.7,1.4,20.7,79.3,35.2,64.8,42.8,57.2,61,39,"https://uppingham.fluencycms.co.uk/Gender-Pay-Gap-Report","Stephen Taylor (Bursar)","500 to 999","Uppingham School","False"
"1147280","15","HASELGROVE EXHIBITION                                                                                                                                 ","RM","EXTRACT FROM THE BURSAR'S LETTER OF 5 MAY 1953 (REGISTRATION DATE NOT KNOWN RECORDED AS MAIN CHARITY DATE) AS AMENDED BY RESOLUTION MADE UNDER S.74 OF THE CHARITIES ACT 1993 (AS AMENDED BY CHARITIES ACT 2006);","NOT DEFINED","","F","","","","","","","","","","Uppingham School","Uppingham School,
High Street West,
Uppingham,
Rutland,
United Kingdom,
LE15 9QD","08013826","85310",32.6,49.5,-18.3,0,1.7,1.4,20.7,79.3,35.2,64.8,42.8,57.2,61,39,"https://uppingham.fluencycms.co.uk/Gender-Pay-Gap-Report","Stephen Taylor (Bursar)","500 to 999","Uppingham School","False"
"1147280","2","UPPINGHAM SCHOOL ASSISTANT MASTERS GAFFIKIN FUND                                                                                                      ","R","TRUST DEED DATED 11/03/1920&#x0D;
AS AMENDED BY ORDER DATED 24/07/2012;","LEICESTERSHIRE","","F","","","","","","","","","","Uppingham School","Uppingham School,
High Street West,
Uppingham,
Rutland,
United Kingdom,
LE15 9QD","08013826","85310",32.6,49.5,-18.3,0,1.7,1.4,20.7,79.3,35.2,64.8,42.8,57.2,61,39,"https://uppingham.fluencycms.co.uk/Gender-Pay-Gap-Report","Stephen Taylor (Bursar)","500 to 999","Uppingham School","False"
"1147280","35","PERCY CHAPMAN EXHIBITION                                                                                                                              ","RM","WILL, DATE UNKNOWN (SEE BURSAR'S LETTER DATED 28 NOVEMBER 1961) (REGISTRATION DATE NOT KNOWN RECORDED AS MAIN CHARITY DATE) AS AMENDED BY RESOLUTION MADE UNDER S.74 OF THE CHARITIES ACT 1993 (AS AMENDED BY CHARITIES ACT 2006);","NOT DEFINED","","F","","","","","","","","","","Uppingham School","Uppingham School,
High Street West,
Uppingham,
Rutland,
United Kingdom,
LE15 9QD","08013826","85310",32.6,49.5,-18.3,0,1.7,1.4,20.7,79.3,35.2,64.8,42.8,57.2,61,39,"https://uppingham.fluencycms.co.uk/Gender-Pay-Gap-Report","Stephen Taylor (Bursar)","500 to 999","Uppingham School","False"
"1147280","8","LOWER SCHOOL MUSIC MEDAL                                                                                                                              ","RM","TRUST DEED DATED 23 SEPTEMBER 1918 (REGISTRATION DATE NOT KNOWN RECORDED AS MAIN CHARITY DATE) AS AMENDED BY RESOLUTION MADE UNDER S.74 OF THE CHARITIES ACT 1993 (AS AMENDED BY CHARITIES ACT 2006);","NOT DEFINED","","F","","","","","","","","","","Uppingham School","Uppingham School,
High Street West,
Uppingham,
Rutland,
United Kingdom,
LE15 9QD","08013826","85310",32.6,49.5,-18.3,0,1.7,1.4,20.7,79.3,35.2,64.8,42.8,57.2,61,39,"https://uppingham.fluencycms.co.uk/Gender-Pay-Gap-Report","Stephen Taylor (Bursar)","500 to 999","Uppingham School","False"
"1147280","17","STERNDALE BENNETT PRIZE                                                                                                                               ","RM","TRUST DEED DATED 13 AUGUST 1945 (REGISTRATION DATE NOT KNOWN RECORDED AS MAIN CHARITY DATE) AS AMENDED BY RESOLUTION MADE UNDER S.74 OF THE CHARITIES ACT 1993 (AS AMENDED BY CHARITIES ACT 2006);","NOT DEFINED","","F","","","","","","","","","","Uppingham School","Uppingham School,
High Street West,
Uppingham,
Rutland,
United Kingdom,
LE15 9QD","08013826","85310",32.6,49.5,-18.3,0,1.7,1.4,20.7,79.3,35.2,64.8,42.8,57.2,61,39,"https://uppingham.fluencycms.co.uk/Gender-Pay-Gap-Report","Stephen Taylor (Bursar)","500 to 999","Uppingham School","False"
"1147280","33","AUGMENTATION OF GUYTHER BEQUEST                                                                                                                       ","RM","TRUST DEED DATED 21 MAY 1958 (REGISTRATION DATE NOT KNOWN RECORDED AS MAIN CHARITY DATE) AS AMENDED BY RESOLUTION MADE UNDER S.74 OF THE CHARITIES ACT 1993 (AS AMENDED BY CHARITIES ACT 2006);","NOT DEFINED","","F","","","","","","","","","","Uppingham School","Uppingham School,
High Street West,
Uppingham,
Rutland,
United Kingdom,
LE15 9QD","08013826","85310",32.6,49.5,-18.3,0,1.7,1.4,20.7,79.3,35.2,64.8,42.8,57.2,61,39,"https://uppingham.fluencycms.co.uk/Gender-Pay-Gap-Report","Stephen Taylor (Bursar)","500 to 999","Uppingham School","False"
"1147280","23","EDWARD THRING EXHIBITIONS FUND                                                                                                                        ","RM","TRUST DEED 24 NOVEMBER 1949 (REGISTRATION DATE NOT KNOWN RECORDED AS MAIN CHARITY DATE) AS AMENDED BY RESOLUTION MADE UNDER S.74 OF THE CHARITIES ACT 1993 (AS AMENDED BY CHARITIES ACT 2006);","NOT DEFINED","","F","","","","","","","","","","Uppingham School","Uppingham School,
High Street West,
Uppingham,
Rutland,
United Kingdom,
LE15 9QD","08013826","85310",32.6,49.5,-18.3,0,1.7,1.4,20.7,79.3,35.2,64.8,42.8,57.2,61,39,"https://uppingham.fluencycms.co.uk/Gender-Pay-Gap-Report","Stephen Taylor (Bursar)","500 to 999","Uppingham School","False"
"1147280","24","HOWITT EXHIBITION FUND                                                                                                                                ","RM","TRUST DEED DATED 26 OCTOBER 1959 (REGISTRATION DATE NOT KNOWN RECORDED AS MAIN CHARITY DATE) AS AMENDED BY RESOLUTION MADE UNDER S.74 OF THE CHARITIES ACT 1993 (AS AMENDED BY CHARITIES ACT 2006);","NOT DEFINED","","F","","","","","","","","","","Uppingham School","Uppingham School,
High Street West,
Uppingham,
Rutland,
United Kingdom,
LE15 9QD","08013826","85310",32.6,49.5,-18.3,0,1.7,1.4,20.7,79.3,35.2,64.8,42.8,57.2,61,39,"https://uppingham.fluencycms.co.uk/Gender-Pay-Gap-Report","Stephen Taylor (Bursar)","500 to 999","Uppingham School","False"
"1147280","37","DAVIES BEQUEST FOR BURSARIES                                                                                                                          ","RM","WILL PROVED 26 APRIL. 1957 (REGISTRATION DATE NOT KNOWN RECORDED AS MAIN CHARITY DATE) AS AMENDED BY RESOLUTION MADE UNDER S.74 OF THE CHARITIES ACT 1993 (AS AMENDED BY CHARITIES ACT 2006);","NOT DEFINED","","F","","","","","","","","","","Uppingham School","Uppingham School,
High Street West,
Uppingham,
Rutland,
United Kingdom,
LE15 9QD","08013826","85310",32.6,49.5,-18.3,0,1.7,1.4,20.7,79.3,35.2,64.8,42.8,57.2,61,39,"https://uppingham.fluencycms.co.uk/Gender-Pay-Gap-Report","Stephen Taylor (Bursar)","500 to 999","Uppingham School","False"
"1147280","40","BOYLE PRIZE FOR SCIENCE                                                                                                                               ","RM","TRUST DEED DATED 6 JULY 1966 AS AMENDED BY RESOLUTION MADE UNDER S.74 OF THE CHARITIES ACT 1993 (AS AMENDED BY CHARITIES ACT 2006);","NOT DEFINED","","F","","","","","","","","","","Uppingham School","Uppingham School,
High Street West,
Uppingham,
Rutland,
United Kingdom,
LE15 9QD","08013826","85310",32.6,49.5,-18.3,0,1.7,1.4,20.7,79.3,35.2,64.8,42.8,57.2,61,39,"https://uppingham.fluencycms.co.uk/Gender-Pay-Gap-Report","Stephen Taylor (Bursar)","500 to 999","Uppingham School","False"
"1147280","4","R L NETTLESHIP MEMORIAL PRIZE                                                                                                                         ","RM","TRUST DEED DATED 10 JULY 1895 (REGISTRATION DATE NOT KNOWN RECORDED AS MAIN CHARITY DATE) AS AMENDED BY RESOLUTION MADE UNDER S.74 OF THE CHARITIES ACT 1993 (AS AMENDED BY CHARITIES ACT 2006);","NOT DEFINED","","F","","","","","","","","","","Uppingham School","Uppingham School,
High Street West,
Uppingham,
Rutland,
United Kingdom,
LE15 9QD","08013826","85310",32.6,49.5,-18.3,0,1.7,1.4,20.7,79.3,35.2,64.8,42.8,57.2,61,39,"https://uppingham.fluencycms.co.uk/Gender-Pay-Gap-Report","Stephen Taylor (Bursar)","500 to 999","Uppingham School","False"
"1147280","7","MCKENZIE PRIZE                                                                                                                                        ","RM","TRUST DEED DATED 20 JULY 1916 (REGISTRATION DATE NOT KNOWN RECORDED AS MAIN CHARITY DATE) AS AMENDED BY RESOLUTION MADE UNDER S.74 OF THE CHARITIES ACT 1993 (AS AMENDED BY CHARITIES ACT 2006);","NOT DEFINED","","F","","","","","","","","","","Uppingham School","Uppingham School,
High Street West,
Uppingham,
Rutland,
United Kingdom,
LE15 9QD","08013826","85310",32.6,49.5,-18.3,0,1.7,1.4,20.7,79.3,35.2,64.8,42.8,57.2,61,39,"https://uppingham.fluencycms.co.uk/Gender-Pay-Gap-Report","Stephen Taylor (Bursar)","500 to 999","Uppingham School","False"
"1147717","0","HARPER ADAMS UNIVERSITY","R","MEMORANDUM  AND ARTICLES AS REGISTERED AT COMPANIES HOUSE ON 09/01/2013;","THE UNITED KINGDOM OR IN ANY OTHER PART OF THE WORLD","","F","","DR CATHERINE BAXTER","HARPER ADAMS UNIVERSITY COLLEGE","EDGMOND","NEWPORT","","","01952 820280","","Harper Adams University","Harper Adams University,
Edgmond,
Newport,
TF10 8NB","08049710","1",27.7,37.4,100,100,0.2,0,17.4,82.6,34.8,65.2,40.4,59.6,62.1,37.9,"http://harper.ac.uk/gpg-report-2018","","500 to 999","Harper Adams University","False"
